"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","final_cluster","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","cell_name"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell634"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell635"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell636"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell637"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell638"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell639"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell640"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell641"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell642"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell643"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell644"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell645"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell646"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell647"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell648"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell649"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell650"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell651"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell652"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell653"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell654"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell655"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell656"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell657"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell658"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell659"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell660"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell661"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell662"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell663"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell664"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell665"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell666"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell667"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell668"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell669"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell670"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell671"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell672"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell673"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell674"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell675"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell676"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell677"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell678"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell679"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell680"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell681"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell682"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell683"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell684"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell685"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell686"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell687"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell688"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell689"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell690"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell691"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell692"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell693"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell694"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell695"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell696"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell697"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell698"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell699"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell700"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell701"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell702"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell703"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell704"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell705"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell706"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell707"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell708"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell709"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell710"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell711"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell712"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell713"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell714"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell715"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell716"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell717"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell718"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell719"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell720"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell721"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell722"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell723"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell724"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell725"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell726"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell727"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell728"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell729"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell730"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell731"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell732"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell733"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell734"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell735"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell736"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell737"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell738"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell739"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell740"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell741"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell742"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell743"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell744"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell745"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell746"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell747"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell748"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell749"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell750"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell751"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell752"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell753"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell754"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell755"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell756"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell757"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell758"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell759"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell760"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell761"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell762"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell763"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell764"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell765"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell766"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell767"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell768"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell769"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell770"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell771"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell772"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell773"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell774"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell775"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell776"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell777"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell778"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell779"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell780"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell781"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell782"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell783"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell784"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell785"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell786"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell787"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell788"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell789"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell790"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell791"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell792"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell793"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell794"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell795"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell796"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell797"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell798"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell799"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell800"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell801"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell802"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell803"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell804"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell805"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell806"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell807"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell808"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell809"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell810"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell811"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell812"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell813"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell814"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell815"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell816"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell817"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell818"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell819"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell820"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell821"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell822"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell823"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell824"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell825"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell826"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell827"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell828"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell829"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell830"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell831"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell832"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell833"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell834"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell835"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell836"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell837"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell838"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell839"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell840"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell841"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell842"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell843"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell844"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell845"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell846"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell847"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell848"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell849"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell850"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell851"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell852"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell853"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell854"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell855"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell856"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell857"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell858"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell859"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell860"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell861"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell862"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell863"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell864"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell865"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell866"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell867"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell868"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell869"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell870"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell871"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell872"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell873"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell874"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell875"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell876"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell877"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell878"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell879"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell880"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell881"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell882"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell883"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell884"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell885"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell886"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell887"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell888"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell889"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell890"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell891"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell892"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell893"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell894"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell895"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell896"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell897"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell898"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell899"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell900"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell901"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell902"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell903"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell904"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell905"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell906"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell907"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell908"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell909"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell910"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell911"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell912"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell913"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell914"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell915"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell916"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell917"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell918"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell919"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell920"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell921"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell922"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell923"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell924"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell925"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell926"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell927"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell928"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell929"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell930"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell931"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell932"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell933"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell934"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell935"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell936"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell937"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell938"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell939"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell940"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell941"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell942"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell943"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell944"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell945"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell946"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell947"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell948"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell949"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell950"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell951"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell952"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell953"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell954"
